popmap,sequence_id,type,sample_id,landrace,latitude,longitude,sample_date,regions,subregions
pop136,P2S58ID351,Domesticated,000101,Medasho,6.54318836,38.32248413,03/04/2018,Southern Nations Nationalities and Peoples,Sidama
pop137,P2S59ID110,Domesticated,000007,Haqudhaa,7.010171808,38.72126567,20/03/2018,Oromia,West Arsi
pop138,P2S5ID354,Domesticated,000102,Adoyo,6.64356143,38.35502826,03/04/2018,Southern Nations Nationalities and Peoples,Sidama
pop139,P2S60ID374,Domesticated,000112,kake,6.12806775,38.20328751,04/04/2018,Southern Nations Nationalities and Peoples,Gedeo
pop140,P2S61ID501,Domesticated,000159,Gishira,7.191168988,37.95315009,09/04/2018,Southern Nations Nationalities and Peoples,Kembata Tembaro
pop141,P2S62ID590,Domesticated,000181,Fuga,6.253150512,38.20961334,05/04/2018,Southern Nations Nationalities and Peoples,Gedeo
pop142,P2S63ID622,Domesticated,000192,Badadiya,6.893841375,37.80938441,09/04/2018,Southern Nations Nationalities and Peoples,Wolayita
pop143,P2S64ID651,Domesticated,000204,Mato,6.915726745,37.68243523,10/04/2018,Southern Nations Nationalities and Peoples,Wolayita
pop144,P2S65ID504,Domesticated,000160,Moche,6.940214252,37.84144577,09/04/2018,Southern Nations Nationalities and Peoples,Wolayita
pop145,P2S66ID372,Domesticated,000110,Qorqore,6.127366356,38.20331402,04/04/2018,Southern Nations Nationalities and Peoples,Gedeo
pop146,P2S67ID658,Domesticated,000206,Sirrere,6.784176523,37.76054264,10/04/2018,Southern Nations Nationalities and Peoples,Wolayita
pop147,P2S68ID396,Domesticated,000123,Tassa,7.191091445,37.95316564,09/04/2018,Southern Nations Nationalities and Peoples,Kembata Tembaro
pop148,P2S69ID341,Domesticated,000096,Shawe,6.558899733,38.5267463,23/03/2018,Southern Nations Nationalities and Peoples,Sidama
pop149,P2S6ID355,Domesticated,000103,Medasho,6.474874111,38.53911087,23/03/2018,Southern Nations Nationalities and Peoples,Sidama
pop150,P2S70ID548,Domesticated,000171,Islama,6.935031726,37.83688143,09/04/2018,Southern Nations Nationalities and Peoples,Wolayita
pop151,P2S71ID639,Domesticated,000198,Bundua,6.91596832,37.68305428,10/04/2018,Southern Nations Nationalities and Peoples,Wolayita
pop152,P2S72ID522,Domesticated,000165,Bowe addo,6.985410246,38.51869566,19/03/2018,Southern Nations Nationalities and Peoples,Sidama
pop153,P2S73ID635,Domesticated,000197,Banga,6.915685583,37.68292975,10/04/2018,Southern Nations Nationalities and Peoples,Wolayita
pop154,P2S74ID645,Domesticated,000202,Hoye,6.892755243,37.81049256,09/04/2018,Southern Nations Nationalities and Peoples,Wolayita
pop155,P2S75ID626,Domesticated,000195,Suitye,6.892761692,37.81049114,11/04/2018,Southern Nations Nationalities and Peoples,Wolayita
pop156,P2S76ID345,Semi-domesticated,000098,Unnamed (semi-domesticated),6.716624821,39.72970969,29/03/2018,Oromia,Bale
pop157,P2S77ID344,Semi-domesticated,000097,Unnamed (semi-domesticated),6.716575105,39.72975425,29/03/2018,Oromia,Bale
pop158,P2S78ID491,Domesticated,000157,Mandaloka,7.350114328,37.90693296,02/09/2018,Southern Nations Nationalities and Peoples,Kembata Tembaro
pop159,P2S7ID620,Domesticated,000190,Gefetano,6.934447784,37.83725695,09/04/2018,Southern Nations Nationalities and Peoples,Wolayita
pop160,P2S88IDITC1387,Outgroup,000260,ITC1387,NA,NA,NA,NA,NA
pop161,P2S8ID397,Domesticated,000124,Kiticho,6.748079792,38.44750951,02/04/2018,Southern Nations Nationalities and Peoples,Sidama
pop162,P2S96IDRPSSEED1,Outgroup,000266,E.ventricosum,NA,NA,NA,NA,NA
pop163,P2S9ID508,Domesticated,000162,Madicha,6.985311397,38.51636664,19/03/2018,Southern Nations Nationalities and Peoples,Sidama
pop164,P3S10ID438,Domesticated,000137,Tetteret,NA,NA,30/08/2018,NA,NA
pop165,P3S11ID440,Domesticated,000139,Badadet,NA,NA,30/08/2018,NA,NA
pop166,P3S12ID478,Domesticated,000151,Itine,7.374275812,37.78857482,01/09/2018,Southern Nations Nationalities and Peoples,Kembata Tembaro
